MINISTERE DU BUDGET,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,REPUBLIQUE DE GUINEE,Unnamed: 15,Unnamed: 16,Unnamed: 17,Source,NUMERO,Annee,Mois,REGIE,CATEGORIE,RUBRIQUES,CODE,ID,Prevision,Realisation,ÉCART,Taux,Mois_num,Date
DIRECTION GENERALE  DES DOUANES,,,,,,TABLEAU: N° I,,,,,,,,Travail Justice Solidarité,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
"SUIVI DES RECETTES DOUNAIERES, SUIVANT LE CONTRAT DE PERFORMANCE, LFI 2023",,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
EXERCICE 2023,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
RUBRIQUES,,,"Janvier-Décembre
2023
(LFI 2023)",Janvier,Février,Mars ,Avril,Mai,Juin,Juillet,Août,Sept,Octobre,Nov,Décembre,Total,Taux,ABOUBACAR BUDGET,,,,,,,,,,,,,,
I  -  PRODUITS PETROLIERS ( en milliers de GNF ),,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MODELE RECETTE,918.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Mines),IRCM MINES,,5777285.635885645,4009631.0,-1767654.6358856447,0.6940337128381108,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,919.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Non Mines),IRCM NON MINES,,11554571.27179012,16057364.0,4502792.728209879,1.3896979491747314,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,920.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Mines),RNS MINES,,11058610.124090629,11105800.0,47189.8759093713,1.0042672519765,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,921.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Non Mines),RNS NON MINES,,22117220.248181257,28442193.0,6324972.751818743,1.2859750312582277,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,922.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Industriel et Commercial (BIC),BIC,,2380481.276744,868865.0,-1511616.276744,0.3649955193885941,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,923.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Non Commercial (BNC),BNC,,125705.05898800002,65062.0,-60643.05898800002,0.5175766235964371,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,924.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC à l'Importation,,,4379320.0,3932596.0,-446724.0,0.8979923823789995,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,925.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Mines),,,5120422.381729221,2781563.0,-2338859.381729221,0.54322920896628,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,926.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Non Mines),,,10240844.763458442,8653813.0,-1587031.763458442,0.8450292138866008,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,927.0,2024.0,AOÛT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur les plus- values immobilières Non Professionnelles,,,125000.0,,-125000.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,928.0,2024.0,AOÛT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les Sociétés Minières,,,34462633.31863283,20574664.0,-13887969.318632834,0.597013693346409,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,929.0,2024.0,AOÛT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les autres sociétés,,,36857226.90676511,26199608.0,-10657618.90676511,0.7108404565073528,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,930.0,2024.0,AOÛT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Mines),,,4076000.377709006,8369201.0,4293200.622290994,2.0532875918682003,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,931.0,2024.0,AOÛT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Non Mines),,,12228001.133128991,13347244.0,1119242.8668710086,1.091531138628919,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,932.0,2024.0,AOÛT,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Mines),,,13889322.628149347,16219147.0,2329824.3718506526,1.1677421163166606,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,933.0,2024.0,AOÛT,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Non Mines),,,27778645.256327,29315644.0,1536998.7436730005,1.055330226851971,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,934.0,2024.0,AOÛT,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Mines),,,140342.6251263713,213200.0,72857.37487362867,1.5191393192768363,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,935.0,2024.0,AOÛT,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Non Mines),,,280685.2502594129,368921.0,88235.74974058708,1.314358341448432,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,936.0,2024.0,AOÛT,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Mines,,,7466666.666666663,700811.0,-6765855.666666663,0.0938586160714286,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,937.0,2024.0,AOÛT,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Non Mines,,,14933333.333370518,1002000.0,-13931333.333370518,0.0670982142855472,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,938.0,2024.0,AOÛT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Mines,,,6666.666666666667,,-6666.666666666667,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,939.0,2024.0,AOÛT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Non Mines,,,13333.333333333334,,-13333.333333333334,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,940.0,2024.0,AOÛT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation d'immeubles,,,15000.0,,-15000.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,941.0,2024.0,AOÛT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation de meubles,,,3000.0,,-3000.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,942.0,2024.0,AOÛT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de succession,,,2000.0,,-2000.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,943.0,2024.0,AOÛT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Autres droits d'enregistrement,,,1230.0,,-1230.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,944.0,2024.0,AOÛT,DGI,Impôts généraux sur les biens et services,TVA intérieures (Mines),,,115484938.47428577,154822633.0,39337694.52571425,1.340630518969998,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,945.0,2024.0,AOÛT,DGI,Impôts généraux sur les biens et services,TVA intérieures (Non Mines),,,230969876.9485709,222146763.0,-8823113.948570907,0.9617997200971125,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,946.0,2024.0,AOÛT,DGI,Impôts généraux sur les biens et services,TVA sur FINEX - DGI,,,16666666.666666666,2920734.0,-13745932.666666666,0.17524404,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,947.0,2024.0,AOÛT,DGI,Surtaxe fiscale intérieure,Surtaxe fiscale intérieure,,,5236661.873728,6486238.0,1249576.1262720004,1.2386207390133483,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,948.0,2024.0,AOÛT,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Mines),,,747587.8953308902,1221005.0,473417.1046691098,1.633259457016182,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,949.0,2024.0,AOÛT,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Non Mines),,,1495175.7906806862,1507313.0,12137.209319313755,1.0081175801500828,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,950.0,2024.0,AOÛT,DGI,Impôts sur les services déterminés,Taxes sur les activités financières,,,18652831.502988003,19307573.0,654741.4970119968,1.0351014534660388,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,951.0,2024.0,AOÛT,DGI,Jeux de Hasard,Jeux de Hasard,,,20833333.333333332,,-20833333.333333332,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,952.0,2024.0,AOÛT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Mines),,,2124847.899999999,600569.0,-1524278.8999999994,0.2826409363230188,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,953.0,2024.0,AOÛT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Non Mines),,,4249695.799999999,1054862.0,-3194833.799999999,0.2482205902831916,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,954.0,2024.0,AOÛT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxe sur l'extraction des substances minières autres que les métaux précieux,,,106423838.375088,97452242.0,-8971596.375088006,0.9156993723204396,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,955.0,2024.0,AOÛT,DGI,Taxes sur  la Telephonie,Taxe d'accès au reseau téléphoniques (TARTEL),,,21873769.55944,17881172.0,-3992597.559440002,0.8174709874038639,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,956.0,2024.0,AOÛT,DGI,Taxes sur  la Telephonie,Taxe sur la consommation téléphonique(TCT),,,113120462.418268,103468298.0,-9652164.418267995,0.9146735770706216,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,957.0,2024.0,AOÛT,DGI,Autres recettes fiscales ,Timbres fiscaux - Droits de timbres à l'importation,,,887215.8,440825.0,-446390.8000000001,0.4968633335880628,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,958.0,2024.0,AOÛT,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés BND,,,4166666.6666666665,86563.0,-4080103.6666666665,0.02077512,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,959.0,2024.0,AOÛT,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés FINEX,,,0.0,169852.0,169852.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,960.0,2024.0,AOÛT,DGI,Autres recettes fiscales ,Autres droits d'enregistrement,,,5044962.8672,1575372.0,-3469590.8672,0.3122663221650917,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,961.0,2024.0,AOÛT,DGI,Autres recettes fiscales ,Autres droits de timbres,,,1506000.0,,-1506000.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,962.0,2024.0,AOÛT,DGI,Amendes et pénalités - DGI,Amendes et pénalités - DGI,,,6518576.480052617,4450955.0,-2067621.4800526176,0.6828108887914854,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,964.0,2024.0,AOÛT,DGI,RAR DGI,RAR DGI,,,123469903.99995293,15178092.0,-108291811.99995293,0.1229294873348714,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,965.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels de l'Etat,RTS,,13463897.3545,5612338.0,-7851559.354499999,0.4168434928036795,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,966.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels Mines,RTS,,25392259.08325,20980769.0,-4411490.083250001,0.8262663409038686,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,967.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels (Hors Mines),RTS,,80633103.66675001,33979085.0,-46654018.666750014,0.42140365997113,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,968.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Mines),IRCM MINES,,26768256.9165,2000605.0,-24767651.9165,0.0747379631867932,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,969.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Non Mines),IRCM NON MINES,,,4039000.0,4039000.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,970.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Mines),RNS MINES,,13595012.33325,20500000.0,6904987.666749999,1.5079059509098145,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,971.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Non Mines),RNS NON MINES,,45202424.16675,14021654.0,-31180770.16675,0.3101969475857016,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,972.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Industriel et Commercial (BIC),BIC,,2406554.08525,59208.0,-2347346.08525,0.0246028129444052,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,973.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement sur Bénéfice Non Commercial (BNC),BNC,,350923.25,157702.0,-193221.25,0.4493917117204403,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,974.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC à l'Importation,,,8460439.02525,4413302.0,-4047137.025250001,0.521639832971858,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,975.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Mines),,,6334958.976,5736000.0,-598958.9759999998,0.9054517987773628,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,976.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Prélèvement Forfaitaire BIC sur Achats Locaux (Non Mines),,,12288175.95225,8000524.0,-4287651.95225,0.6510749871330643,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,977.0,2024.0,SEPT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur les plus- values immobilières Non Professionnelles,,,4860.0,,-4860.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,978.0,2024.0,SEPT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les Sociétés Minières,,,,179790818.0,179790818.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,979.0,2024.0,SEPT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt sur les autres sociétés,,,278728348.5755,699438769.0,420710420.4245,2.5093922902877632,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,980.0,2024.0,SEPT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Mines),,,7294579.4750000015,8600032.0,1305452.5249999985,1.1789619990397044,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,981.0,2024.0,SEPT,DGI,Impôts sur les bénéfices des Sociétés et autres entreprises,Impôt Minimum Forfaitaire (Non Mines),,,5420175.674999997,11073400.0,5653224.325000003,2.0429965122855553,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,982.0,2024.0,SEPT,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Mines),,,17858882.25,15159357.0,-2699525.25,0.8488413097633812,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,983.0,2024.0,SEPT,DGI,Impôts sur les salaires et la main d'œuvre ,Versements Forfaitaire sur les salaires (Non Mines),,,61323193.0,29128203.0,-32194990.0,0.4749948848880064,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,984.0,2024.0,SEPT,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Mines),,,181436.20825000005,87500.0,-93936.20825000004,0.4822631648002377,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,985.0,2024.0,SEPT,DGI,Impôts sur les salaires et la main d'œuvre ,Taxe d'apprentissage (Non Mines),,,,131871.0,131871.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,986.0,2024.0,SEPT,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Mines,,,10519569.5,487000.0,-10032569.5,0.046294670138355,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,987.0,2024.0,SEPT,DGI,Impôts sur la propriété immobilière ,Contribution Foncière Unique (CFU / RS Loyers) - Non Mines,,,19969974.5,1000349.0,-18969625.5,0.0500926528474034,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,988.0,2024.0,SEPT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Mines,,,20000.0,,-20000.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,989.0,2024.0,SEPT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droits des Sociétés - Non Mines,,,40000.0,,-40000.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,990.0,2024.0,SEPT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation d'immeubles,,,45000.0,,-45000.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,991.0,2024.0,SEPT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de mutation de meubles,,,9000.0,,-9000.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,992.0,2024.0,SEPT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Droit de succession,,,6000.0,,-6000.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,993.0,2024.0,SEPT,DGI,"Impôts sur les mutations d'immeuble et meubles, de jouissance, d'autres documents et actes",Autres droits d'enregistrement,,,6319.25,,-6319.25,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,994.0,2024.0,SEPT,DGI,Impôts généraux sur les biens et services,TVA intérieures (Mines),,,243121500.0,71067682.0,-172053818.0,0.292313439987825,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,995.0,2024.0,SEPT,DGI,Impôts généraux sur les biens et services,TVA intérieures (Non Mines),,,124998030.0,229190068.0,104192038.0,1.833549440739186,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,996.0,2024.0,SEPT,DGI,Impôts généraux sur les biens et services,TVA sur FINEX - DGI,,,,16730075.0,16730075.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,997.0,2024.0,SEPT,DGI,Surtaxe fiscale intérieure,Surtaxe fiscale intérieure,,,7817872.0,5451216.0,-2366656.0,0.6972761897355189,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,998.0,2024.0,SEPT,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Mines),,,1871091.4165,1354000.0,-517091.4164999998,0.723641821056903,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,999.0,2024.0,SEPT,DGI,Impôts sur les services déterminés,Taxes sur les contrats d'assurances (Non Mines),,,2146438.83325,2000979.0,-145459.83325000014,0.9322320156546208,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1000.0,2024.0,SEPT,DGI,Impôts sur les services déterminés,Taxes sur les activités financières,,,29097454.25,19063696.0,-10033758.25,0.6551671440466308,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1001.0,2024.0,SEPT,DGI,Jeux de Hasard,Jeux de Hasard,,,62500000.0,,-62500000.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1002.0,2024.0,SEPT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Mines),,,1738907.58325,380500.0,-1358407.58325,0.2188155389424718,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1003.0,2024.0,SEPT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxes sur les véhicules à moteur (Non Mines),,,3037184.9165,515021.0,-2522163.9165,0.1695718285712749,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1004.0,2024.0,SEPT,DGI,Taxes sur l'utilisation ou l'autorisation d'utiliser des biens ou d'exercer des activités,Taxe sur l'extraction des substances minières autres que les métaux précieux,,,158384433.0,131885519.0,-26498914.0,0.8326924338580673,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1005.0,2024.0,SEPT,DGI,Taxes sur  la Telephonie,Taxe d'accès au reseau téléphoniques (TARTEL),,,17710573.75,17489161.0,-221412.75,0.9874982734537326,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1006.0,2024.0,SEPT,DGI,Taxes sur  la Telephonie,Taxe sur la consommation téléphonique(TCT),,,97769635.25,100625385.0,2855749.75,1.029208963935457,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1007.0,2024.0,SEPT,DGI,Autres recettes fiscales ,Timbres fiscaux - Droits de timbres à l'importation,,,4998461.75,827075.0,-4171386.75,0.1654659055858535,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1008.0,2024.0,SEPT,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés BND,,,11155293.83325,59100.0,-11096193.83325,0.0052979330606105,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1009.0,2024.0,SEPT,DGI,Autres recettes fiscales ,Droits d'enregistrement sur les marchés FINEX,,,,97263.0,97263.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1010.0,2024.0,SEPT,DGI,Autres recettes fiscales ,Autres droits d'enregistrement,,,4794234.25,1933375.0,-2860859.25,0.403270866457975,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1011.0,2024.0,SEPT,DGI,Autres recettes fiscales ,Autres droits de timbres,,,4158880.0,,-4158880.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1012.0,2024.0,SEPT,DGI,Amendes et pénalités - DGI,Amendes et pénalités - DGI,,,13209735.0,5443820.0,-7765915.0,0.4121066773860338,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1014.0,2024.0,SEPT,DGI,RAR DGI,RAR DGI,,,208156302.5,13078073.0,-195078229.5,0.0628281384850213,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1015.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels de l'Etat,RTS,,13463897.3545,5931260.0,-7532637.354499999,0.44053069061891,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1016.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels Mines,RTS,,18185255.84867771,18663258.0,478002.1513222903,1.026285148545603,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1017.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur Traitements et Salaires(RTS) Personnels (Hors Mines),RTS,,57747269.167557776,27949531.0,-29797738.167557776,0.4839974496266215,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1018.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Mines),IRCM MINES,,19170708.642099455,1869952.0,-17300756.642099455,0.0975421428028763,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1019.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Impôt sur le revenu des capitaux Mobiliers (IRCM Non Mines),IRCM NON MINES,,0.0,3242148.0,3242148.0,0.0,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1020.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Mines),RNS MINES,,9736383.704007044,10258369.0,521985.2959929556,1.0536118246632096,10.0,2024-10-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,1021.0,2024.0,OCT,DGI,Impôts sur les rev. des pers. physiques,Retenue à la source sur les revenus non salariaux (RNS Non Mines),RNS NON MINES,,32372765.485645384,14531087.0,-17841678.485645384,0.4488676448245771,10.0,2024-10-01
